accessed_date,duration_(secs),network_protocol,ip,bytes,accessed_from,age,gender,country,membership,language,sales,returned,returned_amount,pay_method
05:02.6,4832,TCP  ,113.183.45.178,389,Chrome,,Male,US,Premium,English,1500.4,No,0,Credit Card
05:51.6,3813,TCP  ,113.185.41.54,46,Chrome,,Male,PL,Premium,English,1500.4,No,0,Credit Card
07:50.4,4808,TCP  ,113.210.61.140,242,Android App,,Male,CH,Premium,English,1500.4,No,0,Others
07:50.4,2427,TCP  ,113.210.64.14,469,Android App,,Male,US,Premium,English,1500.4,No,0,Others
13:38.9,2683,TCP  ,114.124.0.231,40,Others,,Female,CA,Premium,English,1500.4,No,0,Cash
14:57.4,4215,TCP  ,114.125.52.450,40,Others,,Male,IN,Premium,English,1500.4,No,0,Cash
15:38.0,3745,TCP  ,114.125.60.46,2405,Mozilla Firefox,,Female,PL,Premium,English,1500.4,No,0,Credit Card
18:20.0,3125,TCP  ,114.173.56.71,46,Android App,,Male,AT,Premium,Japanese,1500.4,No,0,Cash
22:52.9,2208,TCP  ,115.249.46.13,4293,Android App,,Female,PR,Premium,English,1500.4,No,0,Others
28:41.2,4370,TCP  ,116.14.244.47,3705,IOS App,,Male,IT,Premium,English,1500.4,No,0,Credit Card
30:05.7,4685,TCP  ,116.203.221.154,4229,Chrome,,Female,IT,Premium,English,1500.4,No,0,Cash
33:55.2,2917,TCP  ,116.49.164.134,40,Others,,Female,IT,Premium,English,1500.4,No,0,Debit Card
36:38.6,3855,TCP  ,117.103.94.100,2454,Mozilla Firefox,,Female,CN,Premium,English,1500.4,No,0,Cash
42:36.1,4545,TCP  ,117.237.236.160,2231,Mozilla Firefox,,Male,CN,Premium,English,1500.4,No,0,Credit Card
46:19.7,3893,TCP  ,117.240.79.146,46,Chrome,,Female,CH,Premium,English,1500.4,No,0,Credit Card
47:05.9,3873,TCP  ,117.37.202.19,40,Safari,,Male,IT,Premium,English,1500.4,No,0,Cash
47:42.1,3273,TCP  ,117.41.232.97,46,Safari,,Female,PE,Premium,English,1500.4,No,0,Cash
47:42.1,4937,TCP  ,117.5.99.226,40,Others,,Female,IT,Premium,English,1500.4,No,0,Debit Card
50:17.5,4154,TCP  ,118.152.78.176,413,Others,,Female,JP,Premium,English,1500.4,No,0,Others
50:24.6,1800,TCP  ,118.171.148.169,40,Others,,Male,IN,Premium,English,1500.4,No,0,Credit Card
52:11.4,2959,TCP  ,118.172.182.18,288,Mozilla Firefox,,Female,SE,Premium,English,1500.4,No,0,Credit Card
48:51.0,2915,TCP  ,118.189.138.66,2267,Android App,,Female,IT,Premium,English,1500.4,No,0,Credit Card
50:06.2,4739,TCP  ,118.240.18.120,1586,Mozilla Firefox,,Female,CA,Premium,English,1500.4,No,0,Cash
51:56.5,2032,TCP  ,118.9.199.25,4213,Chrome,,Female,US,Premium,English,1500.4,No,0,Credit Card
55:54.3,2928,TCP  ,119.30.35.341,3853,Others,,Female,US,Premium,English,1500.4,No,0,Cash
01:02.1,3198,TCP  ,119.59.80.58,2469,Android App,,Male,PL,Premium,English,1500.4,No,0,Others
58:29.2,2883,TCP  ,119.74.17.257,1586,Android App,,Male,CO,Premium,English,1500.4,No,0,Cash
58:34.3,2629,ICMP ,119.76.110.226,76,Android App,,Male,CA,Premium,Thai,1500.4,No,0,Credit Card
02:54.4,4224,TCP  ,119.95.228.77,1735,Chrome,,Female,CN,Premium,English,1500.4,No,0,Credit Card
11:35.4,3829,TCP  ,121.118.72.170,1583,Mozilla Firefox,,Male,IN,Premium,English,1500.4,No,0,Credit Card
09:49.8,3835,TCP  ,121.121.42.81,2163,Android App,,Female,IN,Premium,English,1500.4,No,0,Cash
12:31.0,4528,TCP  ,121.183.29.229,5908,IOS App,,Male,IT,Premium,Russian,1500.4,No,0,Debit Card
16:16.0,4242,TCP  ,121.218.162.82,46,Others,,Male,KR,Premium,English,1500.4,No,0,Cash
13:51.3,3577,TCP  ,121.45.104.145,3290,IOS App,,Female,SE,Premium,English,1500.4,No,0,Credit Card
15:15.1,1543,TCP  ,121.72.237.124,1586,Chrome,,Female,US,Premium,English,1500.4,No,0,Credit Card
19:55.9,3989,TCP  ,122.129.70.106,40,Android App,,Female,DE,Premium,urdu,1500.4,No,0,Credit Card
22:53.4,2378,TCP  ,122.168.65.179,2863,IOS App,,Female,JP,Premium,English,1500.4,No,0,Credit Card
29:13.2,3904,TCP  ,122.177.171.167,40,Android App,,Male,CA,Premium,English,1500.4,No,0,Cash
26:37.0,2612,TCP  ,122.180.201.10,3409,Android App,,Female,US,Premium,English,1500.4,No,0,Debit Card
30:19.3,2530,TCP  ,122.200.0.10,40,Mozilla Firefox,,Female,CH,Premium,English,1500.4,No,0,Cash
30:19.8,2596,TCP  ,122.57.212.176,6202,Safari,,Female,AU,Premium,English,1500.4,No,0,Cash
34:52.4,2199,TCP  ,123.136.181.241,40,Chrome,,Female,IT,Premium,English,1500.4,No,0,Debit Card
33:08.0,4846,TCP  ,123.202.225.151,3305,Mozilla Firefox,,Female,NO,Premium,English,1500.4,No,0,Others
37:27.7,1852,TCP  ,123.231.109.109,40,Android App,,Female,AU,Premium,English,1500.4,No,0,Credit Card
39:26.3,3476,TCP  ,123.252.250.42,46,Android App,,Female,AT,Premium,English,1500.4,No,0,Cash
39:51.6,2267,TCP  ,123.30.175.270,46,Android App,,Female,US,Premium,English,1500.4,No,0,Debit Card
46:26.1,1876,TCP  ,124.244.65.190,40,Android App,,Female,JP,Premium,English,1500.4,No,0,Cash
50:09.5,3166,TCP  ,125.201.41.74,2521,Safari,,Female,IN,Premium,Japanese,1500.4,No,0,Debit Card
48:46.5,1661,TCP  ,125.237.168.81,2597,Safari,,Male,CA,Premium,English,1500.4,No,0,Credit Card
50:37.6,2985,ICMP ,126.205.20.45,68,Android App,,Male,IT,Premium,English,1500.4,No,0,Cash
55:41.0,3710,TCP  ,126.94.217.184,5237,Chrome,,Male,CH,Premium,English,1500.4,No,0,Credit Card
55:08.2,1813,TCP  ,128.185.46.36,2267,Microsoft Edge,,Female,CN,Premium,English,1500.4,No,0,Credit Card
56:13.3,4096,TCP  ,128.68.11.72,3185,Safari,,Male,RU,Premium,English,1500.4,No,0,Cash
58:29.3,4755,TCP  ,128.74.141.191,2491,Chrome,,Male,PL,Premium,Russian,1500.4,No,0,Credit Card
27:24.5,2975,TCP  ,77.109.48.190,360,Mozilla Firefox,,Male,IT,Premium,Russian,1800.51,No,0,Cash
25:47.4,4673,TCP  ,77.181.13.122,3185,IOS App,,Male,IN,Premium,English,1800.51,No,0,Credit Card
27:01.1,1699,TCP  ,77.3.210.148,3185,Android App,,Female,CA,Premium,English,1800.51,No,0,Debit Card
28:46.7,2584,TCP  ,78.144.227.250,2267,Others,,Female,IT,Premium,English,1800.51,No,0,Credit Card
30:43.8,1649,TCP  ,78.157.11.195,441,Android App,,Male,AU,Premium,English,1800.51,No,0,Cash
38:36.1,4678,TCP  ,78.27.178.41,44,Others,,Female,US,Premium,Russian,1800.51,No,0,Credit Card
35:41.1,3662,TCP  ,78.29.212.85,2383,Others,,Female,IT,Premium,Dutch,1800.51,No,0,Debit Card
37:12.1,3369,TCP  ,78.46.156.169,2545,Android App,,Male,JP,Premium,German,1800.51,No,0,Cash
50:23.2,1729,TCP  ,80.0.72.243,3185,Android App,,Female,IT,Premium,English,1800.51,No,0,Cash
54:12.7,1547,TCP  ,80.143.217.139,3249,Microsoft Edge,,Female,CH,Premium,English,1800.51,No,0,Cash
51:44.8,1774,TCP  ,80.193.114.17,2267,Safari,,Female,CA,Premium,English,1800.51,No,0,Credit Card
52:03.3,3724,TCP  ,80.215.128.42,2366,Chrome,,Female,CA,Premium,French,1800.51,No,0,Cash
52:54.3,2032,TCP  ,80.30.82.90,2267,Android App,,Female,CH,Premium,French,1800.51,No,0,Cash
06:47.8,3766,TCP  ,82.102.14.132,1599,Android App,,Female,CH,Premium,English,1800.51,No,0,Credit Card
11:37.0,3331,TCP  ,82.145.219.80,2371,Others,,Male,IT,Premium,French,1800.51,No,0,Credit Card
14:14.1,2047,TCP  ,82.145.222.5,2267,Microsoft Edge,,Female,RU,Premium,Russian,1800.51,No,0,Debit Card
15:49.5,2097,TCP  ,82.165.138.186,2267,Chrome,,Female,US,Premium,English,1800.51,No,0,Cash
16:34.0,4352,TCP  ,82.199.37.92,3185,Android App,,Female,IT,Premium,English,1800.51,No,0,Others
18:47.1,4053,TCP  ,82.26.234.258,2267,Others,,Male,US,Premium,English,1800.51,No,0,Cash
19:47.3,1614,TCP  ,82.41.124.82,3185,Chrome,,Female,IT,Premium,English,1800.51,No,0,Cash
19:57.4,2185,TCP  ,82.43.220.197,3185,Chrome,,Female,CN,Premium,English,1800.51,No,0,Cash
25:52.0,1739,TCP  ,83.255.167.111,2283,Chrome,,Female,IT,Premium,English,1800.51,No,0,Credit Card
27:57.6,4975,TCP  ,84.125.228.118,2267,Chrome,,Female,IT,Premium,Spanish,1800.51,No,0,Cash
28:45.8,3568,TCP  ,84.200.14.72,2267,Others,,Female,IN,Premium,German,1800.51,No,0,Credit Card
35:02.0,4076,TCP  ,85.254.73.91,3185,Chrome,,Female,IT,Premium,German,1800.51,No,0,Debit Card
35:54.4,3623,TCP  ,85.26.164.830,1586,Mozilla Firefox,,Female,US,Premium,Russian,1800.51,No,0,Credit Card
34:37.2,4030,TCP  ,85.31.138.194,602,Android App,,Female,SE,Premium,English,1800.51,No,0,Cash
46:07.1,4281,TCP  ,86.151.170.235,240,Android App,,Male,NO,Premium,English,1800.51,No,0,Others
44:43.5,3849,TCP  ,86.164.183.156,3185,Others,,Female,NO,Premium,English,1800.51,No,0,Cash
48:49.1,1637,TCP  ,86.172.111.135,5421,Chrome,,Female,FI,Premium,English,1800.51,No,0,Credit Card
53:06.1,4246,TCP  ,86.57.164.77,40,IOS App,,Female,CH,Premium,Russian,1800.51,No,0,Cash
50:44.1,2149,TCP  ,86.81.103.37,3249,Chrome,,Female,US,Premium,Dutch,1800.51,No,0,Others
50:46.0,2279,TCP  ,86.85.26.32,6461,Others,,Male,US,Premium,English,1800.51,No,0,Debit Card
55:29.7,3558,TCP  ,87.114.224.246,360,Android App,,Female,CA,Premium,English,1800.51,No,0,Debit Card
55:21.7,1848,TCP  ,87.241.184.137,3185,Others,,Female,CA,Premium,Spanish,1800.51,No,0,Credit Card
02:28.1,3808,TCP  ,88.167.213.216,44,Chrome,,Female,RU,Premium,French,1800.51,No,0,Cash
03:08.7,4300,TCP  ,88.175.168.79,314,IOS App,,Female,AT,Premium,English,1800.51,No,0,Credit Card
00:42.6,2984,TCP  ,88.196.35.202,2163,Others,,Female,AU,Premium,Spanish,1800.51,No,0,Debit Card
10:08.0,2978,TCP  ,89.204.137.224,2261,Microsoft Edge,,Female,CA,Premium,German,1800.51,No,0,Cash
09:47.5,4047,TCP  ,89.35.105.2962,2163,Mozilla Firefox,,Female,DE,Premium,English,1800.51,No,0,Others
15:57.9,1810,TCP  ,90.149.164.216,46,Chrome,,Female,CH,Premium,norwegian,1800.51,No,0,Credit Card
14:16.3,3680,UDP  ,90.202.48.166,122,Android App,,Female,CN,Premium,English,1800.51,No,0,Credit Card
15:29.4,4207,TCP  ,90.38.206.67,2267,Others,,Female,GB,Premium,English,1800.51,No,0,Debit Card
29:08.4,2339,TCP  ,91.214.5.135,257,Mozilla Firefox,,Female,CA,Premium,English,1800.51,No,0,Debit Card
35:41.5,3339,TCP  ,92.111.80.194,686,Chrome,,Male,PE,Premium,English,1800.51,No,0,Cash
33:02.4,1564,TCP  ,92.112.164.222,3197,Chrome,,Male,RU,Premium,Spanish,1800.51,No,0,Credit Card
38:45.7,1577,TCP  ,92.249.89.41,3185,Mozilla Firefox,,Female,US,Premium,Russian,1800.51,No,0,Cash
39:55.3,3830,TCP  ,92.40.249.52,3185,Safari,,Male,JP,Premium,English,1800.51,No,0,Cash
40:04.9,4779,TCP  ,92.40.249.98,2267,Others,,Female,US,Premium,English,1800.51,No,0,Debit Card
45:46.2,4588,TCP  ,93.125.92.85,46,Android App,,Female,CN,Premium,Russian,1800.51,No,0,Debit Card
49:04.9,4041,TCP  ,93.193.170.32,2267,Others,,Male,IT,Premium,German,1800.51,No,0,Credit Card
52:15.8,3547,TCP  ,93.214.229.249,2157,Mozilla Firefox,,Female,US,Premium,German,1800.51,No,0,Cash
53:35.8,3577,TCP  ,93.49.249.195,46,Android App,,Female,PR,Premium,English,1800.51,No,0,Credit Card
58:57.8,3526,TCP  ,93.9.63.100,1421,Chrome,,Female,US,Premium,English,1800.51,No,0,Debit Card
59:07.7,4984,TCP  ,93.95.190.220,46,Chrome,,Female,CN,Premium,Russian,1800.51,No,0,Credit Card
58:48.2,2505,TCP  ,94.178.138.48,3369,Android App,,Female,IT,Premium,Russian,1800.51,No,0,Credit Card
02:19.8,4500,TCP  ,94.242.212.24,3185,Mozilla Firefox,,Female,AR,Premium,English,1800.51,No,0,Others
05:20.6,3926,TCP  ,94.45.145.15,4085,Chrome,,Female,US,Premium,Russian,1800.51,No,0,Credit Card
07:52.6,2741,TCP  ,95.140.124.33,3185,Mozilla Firefox,,Male,IT,Premium,English,1800.51,No,0,Others
07:47.0,4340,TCP  ,95.14.18.94,6050,Mozilla Firefox,,Male,IT,Premium,Spanish,1800.51,No,0,Debit Card
08:02.7,3447,TCP  ,95.144.67.244,5675,Android App,,Male,US,Premium,English,1800.51,No,0,Cash
11:58.7,2758,TCP  ,95.159.120.119,46,Mozilla Firefox,,Female,CH,Premium,English,1800.51,No,0,Cash
09:48.2,4555,UDP  ,95.175.213.257,46,Safari,,Male,IT,Premium,English,1800.51,No,0,Credit Card
18:03.2,2533,TCP  ,95.85.33.184,40,Others,,Female,AU,Premium,Russian,1800.51,No,0,Credit Card
19:39.0,4060,TCP  ,96.240.34.115,2485,Chrome,,Female,IT,Premium,English,1800.51,No,0,Cash
20:56.7,2134,TCP  ,96.9.220.73,6238,Others,,Female,US,Premium,English,1800.51,No,0,Credit Card
39:12.1,4361,TCP  ,99.72.244.160,498,Chrome,,Male,US,Premium,English,1800.51,No,0,Cash
46:40.8,2583,TCP  ,101.222.160.241,46,Chrome,,Female,CA,Premium,English,1800.51,No,0,Credit Card
03:43.0,2403,TCP  ,103.57.94.209,3185,IOS App,,Female,GB,Premium,mongolian,1800.51,No,0,Credit Card
07:04.6,3016,TCP  ,103.60.175.126,166,Chrome,,Female,DE,Premium,English,1800.51,No,0,Cash
05:20.5,3174,TCP  ,104.129.13.49,3185,Android App,,Female,US,Premium,English,1800.51,No,0,Debit Card
06:12.6,2748,TCP  ,104.129.196.119,2267,Chrome,,Female,PL,Premium,English,1800.51,No,0,Credit Card
10:06.8,3277,TCP  ,104.129.46.316,325,Others,,Male,CA,Premium,English,1800.51,No,0,Credit Card
13:23.4,4452,ICMP ,104.144.53.199,63,Mozilla Firefox,,Female,US,Premium,English,1800.51,No,0,Others
22:02.8,2362,TCP  ,104.168.147.174,2163,Android App,,Female,RU,Premium,English,1800.51,No,0,Others
27:37.4,2211,TCP  ,104.181.250.250,329,Microsoft Edge,,Female,JP,Premium,English,1800.51,No,0,Cash
35:37.6,4276,TCP  ,104.227.20.110,180,Android App,,Male,RU,Premium,English,1800.51,No,0,Debit Card
38:33.7,2242,TCP  ,104.238.58.26,693,Others,,Male,US,Premium,English,1800.51,No,0,Cash
39:33.8,3362,TCP  ,104.247.7.221,1413,IOS App,,Male,KR,Premium,English,1800.51,No,0,Credit Card
44:01.7,2295,TCP  ,104.35.56.182,420,Mozilla Firefox,,Female,MX,Premium,English,1800.51,No,0,Cash
55:54.0,3088,TCP  ,106.181.135.241,2422,IOS App,,Female,FI,Premium,Japanese,1800.51,No,0,Credit Card
14:05.1,1943,TCP  ,107.150.80.179,536,Mozilla Firefox,,Female,US,Premium,English,1800.51,No,0,Credit Card
23:39.2,3544,TCP  ,107.167.107.169,92,Mozilla Firefox,,Female,PL,Premium,English,1800.51,No,0,Debit Card
23:15.3,4832,TCP  ,107.167.108.201,690,Safari,,Male,GB,Premium,English,1800.51,No,0,Cash
27:40.1,1991,TCP  ,107.167.109.39,46,Others,,Male,RU,Premium,English,1800.51,No,0,Cash
31:35.6,4377,TCP  ,107.172.71.49,2153,Android App,,Female,US,Premium,English,1800.51,No,0,Cash
34:37.3,4287,TCP  ,107.174.141.11,374,Chrome,,Female,US,Premium,English,1800.51,No,0,Cash
34:44.0,2594,TCP  ,107.174.237.97,2889,IOS App,,Male,IT,Premium,English,1800.51,No,0,Others
36:17.3,4393,TCP  ,107.175.80.111,46,Others,,Female,CN,Premium,English,1800.51,No,0,Cash
49:27.8,1615,TCP  ,107.77.223.215,3745,Safari,,Male,CA,Premium,English,1800.51,No,0,Others
52:19.0,4007,TCP  ,107.77.233.54,3745,Others,,Female,US,Premium,English,1800.51,No,0,Credit Card
53:40.2,2656,TCP  ,108.171.128.166,3745,Android App,,Female,CN,Premium,English,1800.51,No,0,Cash
56:02.6,3455,TCP  ,108.19.132.42,3745,Others,,Female,IT,Premium,English,1800.51,No,0,Credit Card
54:26.1,1957,TCP  ,108.201.213.242,1586,Others,,Female,US,Premium,English,1800.51,No,0,Debit Card
58:13.4,2738,TCP  ,108.227.98.48,300,Others,,Female,IT,Premium,English,1800.51,No,0,Credit Card
58:37.3,1865,TCP  ,108.26.227.29,3745,Android App,,Female,IT,Premium,English,1800.51,No,0,Credit Card
05:08.6,1641,ICMP ,109.205.249.243,7621,IOS App,,Female,AR,Premium,Russian,1800.51,No,0,Credit Card
03:54.2,3316,ICMP ,109.207.206.54,2111,Chrome,,Male,MX,Premium,Russian,1800.51,No,0,Cash
09:06.2,2422,ICMP ,109.28.91.114,3745,Mozilla Firefox,,Male,US,Premium,French,1800.51,No,0,Credit Card
23:30.8,1897,ICMP ,112.198.35.209,92,Mozilla Firefox,,Female,US,Premium,English,1800.51,No,0,Cash
28:40.0,2040,ICMP ,112.224.20.52,2289,Chrome,,Male,CA,Premium,English,1800.51,No,0,Cash
26:25.6,4995,ICMP ,112.68.150.13,3237,Others,,Male,CA,Premium,English,1800.51,No,0,Cash
33:24.7,3154,UDP  ,113.5.158.224,443,Safari,,Male,IN,Premium,English,1800.51,No,0,Cash
34:36.1,2421,ICMP ,113.67.225.243,381,Microsoft Edge,,Female,US,Premium,English,1800.51,No,0,Credit Card
48:17.6,1935,ICMP ,115.78.234.132,3745,Chrome,,Male,IT,Premium,English,1800.51,No,0,Cash
57:20.6,4837,ICMP ,117.202.162.170,3003,Android App,,Male,AR,Premium,English,1800.51,No,0,Credit Card
12:30.3,4594,ICMP ,119.30.35.333,2883,Mozilla Firefox,,Female,PL,Premium,English,1800.51,No,0,Cash
12:52.0,4949,ICMP ,119.30.38.120,104,Android App,,Female,CA,Premium,English,1800.51,No,0,Debit Card
14:46.2,4177,ICMP ,119.95.48.105,2987,IOS App,,Female,AR,Premium,English,1800.51,No,0,Credit Card
16:27.8,1989,ICMP ,120.169.255.898,3171,Android App,,Male,AT,Premium,English,1800.51,No,0,Cash
17:49.3,2978,ICMP ,120.188.74.57,3745,Android App,,Male,RU,Premium,English,1800.51,No,0,Credit Card
25:31.0,3420,ICMP ,121.58.173.7,2883,Mozilla Firefox,,Male,US,Premium,English,1800.51,No,0,Debit Card
26:52.7,4310,ICMP ,121.86.21.217,3745,Chrome,,Female,SE,Premium,English,1800.51,No,0,Credit Card
27:11.8,3489,ICMP ,121.96.73.139,3745,IOS App,,Male,CA,Premium,English,1800.51,No,0,Credit Card
28:53.7,2515,ICMP ,122.160.208.225,46,Safari,,Male,IT,Premium,English,1800.51,No,0,Credit Card
34:44.2,2919,ICMP ,122.180.183.91,92,Others,,Female,CN,Premium,English,1800.51,No,0,Cash
36:55.2,4596,ICMP ,122.52.205.1037,46,Chrome,,Male,CA,Premium,English,1800.51,No,0,Cash
37:04.4,3758,ICMP ,122.54.163.174,3809,Chrome,,Female,AT,Premium,English,1800.51,No,0,Cash
39:58.7,2154,ICMP ,123.211.157.229,3745,IOS App,,Male,US,Premium,English,1800.51,No,0,Debit Card
46:45.3,2980,ICMP ,124.248.190.85,3745,Microsoft Edge,,Female,AU,Premium,English,1800.51,No,0,Credit Card
03:56.1,2244,ICMP ,136.0.234.131,3745,Chrome,,Female,PR,Premium,persian,1800.51,No,0,Credit Card
13:21.3,3276,ICMP ,141.0.14.223,3185,Others,,Female,IN,Premium,French,1800.51,No,0,Credit Card
13:43.1,1555,ICMP ,141.0.14.75,4213,IOS App,,Female,US,Premium,English,1800.51,No,0,Cash
24:47.1,3334,ICMP ,142.197.10.17,2883,Chrome,,Male,SE,Premium,English,1800.51,No,0,Cash
34:52.2,4193,ICMP ,149.241.237.17,1602,IOS App,,Female,AU,Premium,English,1800.51,No,0,Cash
48:40.9,2683,ICMP ,153.2.247.34,40,Microsoft Edge,,Male,CA,Premium,English,1800.51,No,0,Debit Card
54:29.1,2090,ICMP ,154.76.177.245,40,Microsoft Edge,,Male,CA,Premium,English,1800.51,No,0,Cash
55:15.6,3657,ICMP ,155.254.203.115,3582,Others,,Male,JP,Premium,English,1800.51,No,0,Credit Card
55:04.8,3673,ICMP ,155.94.194.121,3185,Android App,,Female,PL,Premium,English,1800.51,No,0,Credit Card
10:26.7,3731,ICMP ,162.71.241.261,46,Others,,Female,IT,Premium,English,1800.51,No,0,Debit Card
19:00.5,4938,ICMP ,167.206.181.186,40,Mozilla Firefox,,Male,AU,Premium,English,1800.51,No,0,Cash
17:12.8,3569,ICMP ,168.235.196.25,2267,Others,,Male,US,Premium,Spanish,1800.51,No,0,Cash
28:47.6,1605,ICMP ,171.48.74.46,40,IOS App,,Female,US,Premium,English,1800.51,No,0,Cash
30:50.1,3060,ICMP ,171.50.211.129,264,Chrome,,Female,IN,Premium,English,1800.51,No,0,Cash
39:36.3,3702,ICMP ,172.56.42.1805,3025,Chrome,,Female,IT,Premium,English,1800.51,No,0,Debit Card
44:56.1,2511,ICMP ,172.58.56.996,2889,Mozilla Firefox,,Male,CA,Premium,English,1800.51,No,0,Cash
54:10.2,4675,ICMP ,173.59.33.193,2901,IOS App,,Female,AU,Premium,English,1800.51,No,0,Cash
58:36.7,4483,ICMP ,174.16.189.253,2889,Android App,,Male,CN,Premium,English,1800.51,No,0,Cash
00:23.2,2087,ICMP ,174.47.128.260,46,Safari,,Female,IT,Premium,English,1800.51,No,0,Cash
04:16.3,3646,ICMP ,174.6.216.141,46,Chrome,,Female,US,Premium,English,1800.51,No,0,Cash
17:53.3,3527,ICMP ,176.23.62.39,3573,Chrome,,Female,SE,Premium,French,1800.51,No,0,Others
21:59.6,1817,ICMP ,176.36.127.123,46,Mozilla Firefox,,Male,IT,Premium,Russian,1800.51,No,0,Debit Card
25:52.3,3583,ICMP ,176.37.178.115,4193,IOS App,,Male,IT,Premium,Russian,1800.51,No,0,Others
27:22.5,3408,ICMP ,176.37.248.75,46,Chrome,,Male,RU,Premium,Russian,1800.51,No,0,Cash
34:25.1,4964,ICMP ,178.149.83.208,2883,Android App,,Male,JP,Premium,English,1800.51,No,0,Cash
37:51.6,3323,ICMP ,178.166.42.34,2987,Safari,,Female,IN,Premium,Russian,1800.51,No,0,Credit Card
50:20.3,2073,ICMP ,180.181.213.137,2987,Microsoft Edge,,Female,CA,Premium,English,1800.51,No,0,Debit Card
49:18.9,1505,ICMP ,180.204.87.118,2215,Safari,,Male,RU,Premium,English,1800.51,No,0,Credit Card
11:34.2,1748,ICMP ,183.81.15.173,3745,IOS App,,Male,JP,Premium,English,1800.51,No,0,Credit Card
23:36.9,1686,ICMP ,187.202.78.215,4233,Chrome,,Female,US,Premium,English,1800.51,No,0,Debit Card
35:20.2,2168,ICMP ,189.199.227.94,2999,Microsoft Edge,,Male,AU,Premium,English,1800.51,No,0,Cash
36:51.1,2252,ICMP ,190.117.247.158,3093,Microsoft Edge,,Male,US,Premium,English,1800.51,No,0,Cash
40:52.9,4582,ICMP ,192.122.131.49,2985,Microsoft Edge,,Male,US,Premium,English,1800.51,No,0,Credit Card
45:28.7,4720,ICMP ,192.210.167.186,40,Mozilla Firefox,,Male,SE,Premium,English,1800.51,No,0,Cash
48:49.5,4263,ICMP ,192.3.230.142,40,Mozilla Firefox,,Male,IT,Premium,English,1800.51,No,0,Others
49:32.0,1953,ICMP ,192.3.247.126,40,Android App,,Female,NO,Premium,English,1800.51,No,0,Credit Card
51:40.8,3503,ICMP ,193.120.235.129,2993,Safari,,Female,US,Premium,English,1800.51,No,0,Credit Card
53:13.2,1628,ICMP ,193.243.159.45,2779,Android App,,Male,IT,Premium,Russian,1800.51,No,0,Cash
54:15.8,2233,ICMP ,193.90.12.96,2871,Chrome,,Female,RU,Premium,English,1800.51,No,0,Cash
54:15.8,2376,ICMP ,193.96.199.248,2985,IOS App,,Female,CN,Premium,German,1800.51,No,0,Cash
54:27.6,4278,ICMP ,194.135.17.93,4773,Microsoft Edge,,Male,IT,Premium,English,1800.51,No,0,Others
54:48.2,3569,ICMP ,194.151.37.130,2889,Others,,Female,CA,Premium,English,1800.51,No,0,Cash
56:35.8,3156,ICMP ,194.42.196.157,2825,Mozilla Firefox,,Male,US,Premium,Russian,1800.51,No,0,Cash
57:45.3,2740,ICMP ,194.78.243.225,2825,Mozilla Firefox,,Female,CA,Premium,English,1800.51,No,0,Credit Card
57:56.2,2620,ICMP ,194.9.214.187,3745,Mozilla Firefox,,Male,CN,Premium,German,1800.51,No,0,Debit Card
59:19.8,1594,ICMP ,195.154.216.79,40,Safari,,Male,CN,Premium,English,1800.51,No,0,Credit Card
00:44.9,3539,TCP  ,196.201.218.217,2267,Mozilla Firefox,,Male,IT,Premium,English,1800.51,No,0,Credit Card
14:09.0,4933,TCP  ,197.242.108.196,2779,Others,,Female,US,Premium,English,1800.51,No,0,Cash
14:19.2,3593,TCP  ,197.242.137.155,4437,Safari,,Female,CN,Premium,English,1800.51,No,0,Cash
15:50.4,4317,TCP  ,197.3.194.29,2197,Android App,,Female,US,Premium,English,1800.51,No,0,Cash
15:18.1,2577,TCP  ,198.204.248.193,2585,Safari,,Male,RU,Premium,English,1800.51,No,0,Debit Card
21:44.6,1963,TCP  ,199.231.179.39,4141,Android App,,Male,IT,Premium,English,1800.51,No,0,Cash
19:52.1,3063,TCP  ,200.56.160.189,1739,Microsoft Edge,,Male,PL,Premium,English,1800.51,No,0,Debit Card
20:37.9,1951,TCP  ,202.128.68.85,2625,IOS App,,Male,US,Premium,English,1800.51,No,0,Cash
24:46.3,4315,TCP  ,202.188.201.187,2918,Mozilla Firefox,,Female,RU,Premium,English,1800.51,No,0,Cash
24:54.3,2997,TCP  ,203.122.16.198,2157,Chrome,,Female,JP,Premium,English,1800.51,No,0,Credit Card
39:36.0,3104,TCP  ,207.244.78.7,4377,Chrome,,Female,IT,Premium,English,1800.51,No,0,Debit Card
39:58.1,4884,TCP  ,208.76.93.252,3185,IOS App,,Female,JP,Premium,English,1800.51,No,0,Debit Card
59:32.1,3246,TCP  ,213.160.139.45,46,IOS App,,Female,JP,Premium,Russian,1800.51,No,0,Cash
59:43.5,3308,TCP  ,213.174.0.237,40,Chrome,,Female,US,Premium,Spanish,1800.51,No,0,Cash
00:59.7,2694,TCP  ,213.205.251.149,3077,Android App,,Female,DE,Premium,English,1800.51,No,0,Debit Card
59:33.7,4198,TCP  ,213.233.64.192,3185,IOS App,,Female,CA,Premium,romanian,1800.51,No,0,Cash
13:40.6,2704,TCP  ,217.23.78.17,2883,Others,,Female,JP,Premium,Russian,1800.51,No,0,Debit Card
15:38.9,3828,TCP  ,217.64.103.114,2883,Mozilla Firefox,,Female,IT,Premium,French,1800.51,No,0,Cash
15:56.1,2277,TCP  ,217.64.103.97,3019,Android App,,Female,US,Premium,French,1800.51,No,0,Cash
